,country,description,designation,points,price,province,region_1,region_2,variety,winery
1215,Chile,"Very rustic and aggressive, with savage aromas of leather and animal. Tastes more sour and herbal than fun and friendly. Barely acceptable and not a good example of affordable Chilean Carmenère.",Estate Selection,80,13,Curicó Valley,,,Carmenère,Aresti
1216,US,"Heavy, sweet and dull, with candied cherry and vanilla flavors.",,80,20,California,Monterey,Central Coast,Syrah,De Tierra
1217,Chile,"Some grapes should not be forced together. This is a sweaty, aggressive white with citrus and grapefruit flavors and a bullish feel. Underwhelming despite being big in size.",Reserve Assemblage Sauvignon Blanc-Chardonnay-Viognier,80,16,Casablanca Valley,,,White Blend,Estampa
1218,Chile,"Powdery fruit and air freshener aromas are probably the best part of this narrow, unfriendly rosé. Sour citrus flavors rest on lemon, while the palate is piercingly acidic. A lot of work needs to be done to make this a worthy summer rosé.",Casillero del Diablo Reserve Shiraz,80,11,Central Valley,,,Rosé,Concha y Toro
1219,US,"Unripe, with feline aromas and flavors.",,80,10,California,Lodi,Central Valley,Sauvignon Blanc,Ironstone
1220,US,"Very dry and sharp, almost sour, with Lifesaver cherry flavors. Not going anywhere.",Reserve,80,65,California,Sonoma County,Sonoma,Cabernet Sauvignon,Tara Bella
1221,US,"Tastes as sugary as a cherry-granola candy bar. Good structure, but the sweetness level is way too high.",,80,30,California,Paso Robles,Central Coast,Pinot Noir,Orchid Hill
1222,US,"It's a bit raw and slightly sweet. Still, it offers acceptable cassis fruity flavors.",Cab,80,11,California,Mendocino County,Mendocino/Lake Counties,Cabernet Sauvignon,Big Yellow
1223,Spain,"A wine in discord. The nose shows raisiny P.X. Sherry hints, while the palate is underdeveloped and tart. Shallow and almost too sour.",Leyendas de Vega Esteban Crianza,80,12,Central Spain,Ribera del Guadiana,,Tempranillo,Bodegas Ventura De Vega
1224,US,"The 2006 vintage strikes again, causing particularly strong feline aromas and taste.",,80,22,California,Napa Valley,Napa,Sauvignon Blanc,Andretti
1225,Spain,"Acceptable, but barely. There's a strange citric, grassy tinge to the nose that makes it smell like Verdejo or Sauvignon Blanc. And it tastes pickled and briny. Decent mouthfeel and sensory balance save it from even lower depths.",T-Sanzo Rosado,80,10,Northern Spain,Vino de la Tierra de Castilla y León,,Tempranillo,Valsanzo
1226,Spain,"Prieto Picudo is a variety unknown to most wine drinkers. And that's probably a good thing, because the grape yields acidic, tight, astringent wines like this. Yes, there's color and size here, but there's not much balance or charm.",Gamonal,80,20,Northern Spain,Vino de Calidad de Tierras de León,,Prieto Picudo,Pardevalles
1227,Spain,"Bland as they come, with tangy white fruit and green veggies doctoring up the palate. Try as you may, there's just nothing much to latch on to. Imported by W.J. Deutsch & Sons.",,80,9,Northern Spain,Rioja,,Viura,Montecillo
1228,Spain,"Very red in color, an ominous indicator of what's to come. The aromas are close to raisiny and baked, while the palate sort of lugs along. There's nothing terribly offputting about this wine, yet it doesn't offer any thrill or chill.",Rosé,80,8,Northern Spain,Campo de Borja,,Garnacha,Zaza
1229,US,"Hot and medicinal, with baked flavors of berries.",Cuvée J,80,34,California,Central Coast,Central Coast,Red Blend,Scott
1230,US,"With 17% alcohol, this Zin still has residual sugar. They must have picked the grapes insanely ripe. It's not a table wine, it's more like Port, but it's not without its pleasures.",St. Peter's Church Vineyard,80,55,California,Sonoma County,Sonoma,Zinfandel,Rosenblum
1231,US,"Made from six varieties, mainly Rhône, this is a soft, simple wine that tastes medicinal.",Red Wine,80,10,California,California,California Other,Red Blend,Red Truck
1232,US,"Rustic to the point of barely acceptable, with semisweet LifeSaver candy flavors and a hot, Porty finish.",Vogelzang Vineyard,80,24,California,Santa Ynez Valley,Central Coast,Syrah,Curtis
1233,US,"Foxy, animal aromas begin your experience with this bubbly. It's rough and fruity, with a dose of sugar. It has a low price going for it, but most wine enthusiasts won't find much to like here.",Extra Dry,80,10,New York,New York,New York Other,Champagne Blend,Great Western
1234,Spain,"Way too charred and roasted. The mouthfeel is acceptable and ranks as the best part of the wine. The rest is just a burnt, charred, overoaked mess with flavors of earthy berry, leather, peanut and resin. A poor effort that makes you wonder what the winery was thinking.",Elaboración Especial,80,20,Northern Spain,Rioja,,Tempranillo,Beronia
1235,Spain,"Flat and gaseous smelling, with sulfur and no fruit to speak of. Tastes like bland nectarine and tangerine, and the body and finish are almost flabby. Borderline in terms of its acceptability.",Pindal,80,9,Northern Spain,Rueda,,Verdejo-Viura,TorresManur
1236,Argentina,"Wines like this are why Argentina would be best served sticking to reds. This has no bouquet to speak of, and the palate is dilute, tangy, citrusy and sharp. Acceptable but that's it.",Famiglia Bianchi,80,12,Mendoza Province,San Rafael,,Sauvignon Blanc,Valentin Bianchi
1237,Spain,"Soft, chunky and fading fast, with aromas of asparagus and canned green beans. The palate is flat as a board, with vegetal flavors and bitterness on the finish. Barely worth a sip at this point in its evolution.",,80,15,Northern Spain,Rueda,,Verdejo,Aromal
1238,Spain,"If it weren't for the wine's stout color and pretty good mouthfeel, we'd sink it. The nose is green and cheesy, and the flavors are also green almost to the point of vegetal. Stemmy on the finish.",,80,20,Central Spain,Vino de la Tierra de Castilla,,Red Blend,Finca Constancia
1239,US,"Unacceptably vegetal and moldy, not to mention being excessively sweet. Almost undrinkable, but not quite.",Benito Dusi Vineyard,80,28,California,Paso Robles,Central Coast,Zinfandel,Piedra Creek
1240,Argentina,"Yellow and chunky, and definitely on the way toward the grave. Mustardy aromas are severely short on freshness, and the palate is just as flat, dull and mealy as the nose. A weird, low-acid blend of Chardonnay, Viognier and Chenin Blanc.",1492 White,80,8,Mendoza Province,Mendoza,,White Blend,Cristobal 1492
1241,Spain,"Heavy and definitely on the mealy side of the fence, and fighting for any semblance of balance. Pithy as well. Sadly, the citrus fruit in this wine is not that appealing.",Gotín del Risc Joven,80,15,Northern Spain,Bierzo,,Godello,Abad
1242,Spain,"Quite sweaty, oily and hard, almost like an underdeveloped Verdejo or Sauvignon Blanc. The palate is also on the bitter, oily, pithy side, with only a little grapefruit and orange working their way through.",,80,17,Galicia,Ribeiro,,White Blend,Coto de Gomariz
1243,Argentina,"Smells like a can of green beans, or maybe it's canned peas. Either way, the nose is a siren call of what's to come: celery, acid, lime, asparagus and canned peas. No thank you.",Ciclos Fumé,80,30,Other,Salta,,Sauvignon Blanc,Michel Torino
1244,Bulgaria,"Dark and extracted, with oaky aromas of cola and vanilla. While this wine has some firm tannins and acidity, the mouth offers only tar and a dark extracted, ashy taste.",,80,8,Thracian Valley,,,Merlot,Vini
1245,Romania,"Some sweetness in the mouth doesn't quite balance the tart feel, while candy banana flavors and peppermint aromas don't speak of this wine's varietal characters. All in all, just not put together well. Imported by North American Beverage Group.",,80,15,Murfatlar Cernavoda,,,Chardonnay,Byzantium
1246,US,"It's hard to like this wine. Starts with medicinal, porty aromas, then turns sharp and acidic, with cherry flavors.",,80,28,California,Dry Creek Valley,Sonoma,Cabernet Franc,Guerrero Fernandez
1247,Argentina,"Overtly floral and jumpy, with potent aromas of perfume. Heavy in the mouth, with odd, bland flavors of applesauce and spice. Soft and sticky.",,80,8,Other,La Rioja,,Chardonnay,La Puerta
1248,US,"Like the merlot, it is earthy, green, stemmy and vegetal, with little or no suggestion of ripe fruit.",,80,15,Washington,Wahluke Slope,Columbia Valley,Cabernet Sauvignon,Desert Wind
1249,Argentina,"Sweet as can be, with strong aromas of talcum powder and air freshener. Rather lean in the mouth, with a watery, processed flavor profile. Not awful but not much to write home about.",,80,10,Other,Aminga Valley,,Chardonnay,San Huberto
1250,US,"Stemmy, green and harsh, with flavors of earth, stem and pip. The watery, dilute flavors barely suggest fruit.",,80,15,Washington,Wahluke Slope,Columbia Valley,Merlot,Desert Wind
1251,Romania,"Cassis and fresh berry start off the nose, and are quickly enveloped by menthol aromas. In the mouth there is a hint of sweetness, but otherwise menthol and tannins prevail.",,80,9,Romania,,,Feteasca Neagra,Black C
1252,Hungary,"Heady in the nose, with melon and orange rind, this wine disappoints in the mouth. An oily texture with virtually no acidity accompanies vanilla and banana flavors, then ends hot. Fails to impress. Imported by Kobrand.",,80,12,Eger,,,Chardonnay,Tibor Gal
1253,Argentina,"Saucy and herbal, with leather and citrus peel on the nose. Heavy and undistinguished on the palate, with atypical plum and blackberry flavors. Hard to identify as Pinot Noir.",Oak Cask,80,9,Mendoza Province,Mendoza,,Pinot Noir,Trapiche
1254,Argentina,"Granular and reduced on the nose, with bulky fruit flavors and an awkward mouthfeel. Finishes rather heavy and a bit burnt.",,80,8,Other,La Rioja,,Merlot,La Puerta
1255,Argentina,"Transparent in color, with bubblegum and candied fruit on the nose. Sweet and rubbery on the palate, with a lean, burnt personality. Not horrible but surely nothing to rave about.",,80,6,Mendoza Province,Mendoza,,Tempranillo,Funky Llama
1256,Argentina,"Green and austere, with burnt grass on the nose and palate. Cranberry fruit is sharp; not a prime-timer. Barely acceptable.",Zagal,80,15,Mendoza Province,Mendoza,,Malbec,Hacienda del Plata
1257,US,"Harsh and disagreeable, with cherry and tobacco flavors that finish sharp in acids.",Vibrante Red Blend,80,16,California,Lodi,Central Valley,Red Blend,Vino Con Brio
1258,New Zealand,"Simple and sweet-smelling, like butterscotch Lifesavers; a caramel-candy beverage.",Reserve,80,,Marlborough,,,Chardonnay,Omaka Springs
1259,New Zealand,"Shows a lot of tart vegetal flavors, including tomato and bell pepper. Why drink this when you coulda had a V-8?",,80,15,Martinborough,,,Cabernet Sauvignon,Te Kairanga
1260,Israel,"The nose offers earthy, medicinal notes on the light black-cherry fruit. Thin on the palate, it has a cough syrup-like taste. The tannins are soft, the acids low. Finishes short.",Reserve,80,19,Galil,,,Cabernet Sauvignon,Barkan
1261,US,"Vanilla, butterscotch and some harsher oak-derived compounds dominate the modest citrus fruit that might have been wine before it was turned into oak juice. For wood lovers only.",Reserve,80,18,New York,North Fork of Long Island,Long Island,Chardonnay,Laurel Lake
1262,US,"Sometimes Franc can have a lovely, alluringly floral bouquet; other times it can be downright vegetal and display green-bean characteristics. Unfortunately, this is an example of the latter. The wine has nice weight and texture, so if you don't mind your veggies in liquid form this might be more to your liking.",Estate Bottled,80,19,New York,North Fork of Long Island,Long Island,Cabernet Franc,Macari
1263,Chile,"Rather dilute, it shows slight black-cherry and blackberry aromas and flavors. The overall impression is really little more than alcohol and faint body. Finishes very dry, with innocuous tannins.",Reserve,80,10,Maule Valley,,,Merlot,Alfasi
1264,Argentina,"Flat and soupy, as if the life had been drained out of it. Barely acceptable, even with a big production of 40,000 cases.",Antigua Cava,80,6,Mendoza Province,Mendoza,,Cabernet Sauvignon,Bodega Familia Barberis
1265,Argentina,"Too funky, animal and vegetal to recommend. The wine has color and size but the aromas and flavors just aren't that pleasant. Tastes more like rhubarb and carob than fresh berries.",San Carlos,80,13,Mendoza Province,Mendoza,,Malbec,Carlos Basso
1266,Argentina,"It's hard to understand why Santa Julia would want to make an oaked Pinot Grigio in Mendoza, but they did. And we find it as odd and difficult to get through as you might expect. The nose is nutty and full of popcorn, while the palate offers heady, honeyed apricot and peach flavors.",,80,8,Mendoza Province,Mendoza,,Pinot Grigio,Santa Julia
1267,US,"Unattractive, with funky, medicinal cherry flavors and a soft, collapsed texture. The oak sticks way out.",Schultze Family Vineyard,80,33,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Martin Alfaro
1268,US,"Nasty and sharp, with candied LifeSaver flavors that have a weirdly medicinal, over-oaked taste.",,80,25,California,Santa Cruz Mountains,Central Coast,Chardonnay,Alfaro Family
1269,Argentina,"Tan in color, with musky aromas. Flavors of cucumber and citrus alert you to the fact that this is Sauvignon Blanc; because nothing else really does. Overall it's a foxy, musky wine without much SB character.",Tunuyan,80,10,Mendoza Province,Mendoza,,Sauvignon Blanc,Carlos Basso
1270,Argentina,"Quite green and on the verge of deserving the dreaded weedy designation, this Cab fails to show much ripe fruit character even if the mouthfeel is decent. It's like a wet-vintage cru bourgeois Bordeaux.",Viña Cornejo Costas High Altitude Vineyards,80,10,Other,Cafayate,,Cabernet Sauvignon,Don Rodolfo
1271,Argentina,"Rowdy and aggressive stuff; where's the charm and poise, even in a value-priced wine? The nose is rambling and penetrating, while the palate is tart like sucking candy. A raw wine that should be better.",,80,13,Mendoza Province,Mendoza,,Malbec,Sur de los Andes
1272,US,"Kind of harsh in dry, astringent tannins, with undeveloped coffee flavors just suggesting blackberries, this is a tough wine to like.",McQueen Vineyard,80,16,California,Lodi,Central Valley,Syrah,Vino Con Brio
1273,US,"The nose suggests a mix of herb, citrus and cotton candy; in the mouth you find the same odd confluence of flavors. Maybe all this will come together at some point in time, but right now it's disjointed and off-putting.",,80,14,Oregon,Umpqua Valley,Southern Oregon,Riesling,Brandborg
1274,US,"What went wrong in the making of this wine was excessive sugar. It's so sweet, it's off-dry, a serious flaw in a table wine, and a disservice to consumers who expect a Sauvignon Blanc to be dry.",Spring Hill Vineyard,80,18,California,Alexander Valley,Sonoma,Sauvignon Blanc,Gann
1275,France,A white this age should be fresh and crisp; this one is a bit dull and shows only faint bitter lemon flavors on the finish to go with tired apple aromas.,,80,8,Southwest France,Bergerac,,White Blend,Seigneurs de Bergerac
1276,France,"Picture grandma standing over a pot of stewed prunes, which fill the dusty old house with their sickly aromas. Cooked, earthy and rustic, this wine has little going for it. Just barely acceptable.",,80,11,Languedoc-Roussillon,Fitou,,Red Blend,Mont Tauch
1277,Australia,"This inexpensive Aussie Shiraz seems to have deteriorated in recent vintages. The 2007 tastes sweet, filled with candied fruit and turning a bit cloying on the finish.",,80,12,South Australia,South Australia,,Shiraz,Red Knot
1278,US,"Soft and syrupy, with semisweet flavors of berries and anise.",Rosso Di California,80,10,California,California,California Other,Red Blend,Ca' Momi
1279,Argentina,"Heavy hayfield aromas are oxidized, and the flavors of almond peel, citrus pith and baked banana do nothing to impress. Not a fresh or healthy wine, if it ever was. Past its prime.",,80,12,Mendoza Province,San Rafael,,Sauvignon Blanc,Alfredo Roca
1280,Argentina,"A step down from the respectable 2007. This vintage of Elsa Torrontés is weak and candied, with a sweet, buzzy almost bubbly palate. Tastes green and soda-like, with scallion and alfalfa notes.",Elsa,80,9,Mendoza Province,San Rafael,,Torrontés,Valentin Bianchi
1281,Argentina,"Off the grid and strange smelling, with jumbled aromas that are hard to describe. Exceedingly sour and lean on the palate, with a vegetal finish.",Grand Reserve,80,20,Other,San Juan,,Malbec,Graffigna
1282,Chile,"There's not much point in making a reserve-style wine if the barrels are subpar. Aggressive menthol and sappy green-barrel aromas and flavors dominate this wine. There's good weight and texture, just not much in the way of vinous flavor.",Prima Reserva,80,13,Maipo Valley,,,Merlot,De Martino
1283,US,"More woodsy than fruity, with just a few cherry notes peaking out from behind the humus and forest floor overtones. Chambourcin's off-beat personality asserts itself in the mouth, where candied notes and vanilla from oak treatment dominate. Short, slightly sharp finish.",Portfolio Collection,80,26,Pennsylvania,Pennsylvania,,Chambourcin,Chaddsford
1284,Chile,"Right off the bat this fails to impress. The nose has a chemical-like burn and weird, unfamiliar aromas. All this portends an industrial-tasting wine with odd infiltrations of butter and green vegetables. Barely acceptable.",,80,10,Central Valley,,,Carmenère,Corinto
1285,US,"Overripe and pruny-raisiny, like a cheap Port but without any sweetness, just acids and raw tannins.",Nate's Vineyard,80,24,California,Redwood Valley,Mendocino/Lake Counties,Zinfandel,Claudia Springs
1286,US,"Too oaky, with dominating caramel and smoke flavors, and also very sharp. There's a citrusy bite of acidity that detracts. Finally, the wine ends on an overripe, Porty note.",Windacre,80,35,California,Russian River Valley,Sonoma,Merlot,Merriam
1287,US,"Hot and sweet, with burnt cherry pie filling flavors.",Lot 12,80,10,California,California,California Other,Zinfandel,Grayson
1288,US,"Don't expect dryness here. The wine is distinctly sugary-sweet and that's despite a ridiculously high alcohol level of 16.5%. But people who like sweet red wines, and there are lots of them, will slurp it up.",Fox Creek Vineyard Old Vine,80,32,California,Shenandoah Valley (CA),Sierra Foothills,Zinfandel,Villa Toscano
1289,US,"Oddly sweet and medicinal, with sugary apricot and orange soda flavors and deficient acidity.",,80,15,California,Lodi,Central Valley,Viognier,King
1290,Chile,"Haven't tasted Sauvignon Blanc from TerraNoble before, and that's a good thing. This is a heavy, nutty, oily wine that's a touch caustic and tough to wrestle with. If this winery's going to continue with SB it should be better than this.",,80,7,Central Valley,,,Sauvignon Blanc,TerraNoble
1291,Chile,"Baked and heavy, with corn and hay aromas. The palate is one part banana and one part orange peel. Quite heavy for Sauvignon Blanc and without much varietal character. Imported by William Grant & Sons.",Estate,80,8,Central Valley,,,Sauvignon Blanc,Luis Felipe Edwards
1292,Chile,"Not what you'd call a clean, direct wine. The nose is nutty and dirty, while the flavors are underdeveloped, vegetal and tart. Barely worth a look.",Reserve,80,12,Central Valley,,,Cabernet Sauvignon,Peteroa
1293,Spain,"We are big fans of most Sierra Cantabria wines, but this fading, overoaked white Rioja is more or less a dud. It's weighed down by heavy, unintegrated wood notes and the finish is like chewing an oak branch. It's hard to see the point. 250 cases made.",Organza,80,24,Northern Spain,Rioja,,White Blend,Sierra Cantabria
1294,Chile,"Heavy and unfocused, with a lot of oak and overripe melon. Not much precision here; it's more about weight and size, not finesse or style.",Reserva,80,11,Central Valley,,,Chardonnay,Porta
1295,Chile,Wet and citrusy is the most generous way to describe this one. It's foxy and round but going nowhere. Best to wait for 2006.,Reserva,80,10,Rapel Valley,,,Sauvignon Blanc,Santa Carolina
1296,US,"This has fierce acidity, and is sweet in cherry jam flavors, with some unripe, green notes.",Stolpman Vineyard,80,24,California,Santa Ynez Valley,Central Coast,Sangiovese,Santa Barbara Winery
1297,US,This smells and tastes rather vegetal; it lacks richness and comes across a bit sweet.,Primary,80,40,California,Sonoma Valley,Sonoma,Red Blend,Arrowhead Mountain
1298,Spain,"This starts with aromas of cinnamon, hard candy and weedy red fruits. It feels sugary and broken, with candied strawberry flavors in front of a sweet, confected finish.",Circles Syrah & Garnacha,80,10,Northern Spain,Cariñena,,Syrah-Grenache,Bodegas Virgen del Águila
1299,US,"This has aromas of prunes and burnt rubber, but it tastes better than that. It's a pretty raw effort.",Top Chef,80,18,California,Napa Valley,Napa,Merlot,Quickfire
1300,Spain,"Murky and stewy smelling, with no vitality and overt green accents. It's a bit heavy in feel, with salsa-like flavors of tomato, tomatillo, chili pepper and herbs.",Duque de Medina Reserva Old Vine,80,14,Northern Spain,Cariñena,,Garnacha,Ignacio Marín
1301,Spain,"This smells like compost. It feels hard and clacky, with sharp acidity and weedy, minty flavors that finish rough and green.",Manon,80,8,Central Spain,Vino de la Tierra de Castilla,,Tempranillo,Mano A Mano
1302,Spain,"Animal cracker aromas are sweet and the fruit on the nose is mealy on this Viura-Chardonnay blend. The palate is also deficient in that it's watery in feel, but there's some tangy lemon to the flavor profile.",Viura Chardonnay,80,14,Northern Spain,Navarra,,White Blend,Ochoa
1303,US,"This blend of 75% Barbera and 25% Merlot smells and tastes of strawberries in dirt, a strange sensation for a wine.",Lola,80,28,California,Ramona Valley,South Coast,Red Blend,Highland Hills Winery
1304,Spain,"This white Garnacha is strange smelling, with a mix of cream soda, pickled fruit and vanilla aromas. It's tart, briny and citrusy on the palate, with a sour finish.",Con Batonage,80,12,Northern Spain,Vino de la Tierra del Bajo Aragón,,Garnacha Blanca,Evohé
1305,US,"A Rhône-style blend of mostly Grenache and Mourvédre, with smaller amounts of Syrah and Cinsault, the wine is prune-like and overdone.",Cuvee de Oro,80,25,California,Temecula Valley,South Coast,Red Blend,Monte De Oro
1306,US,"On the sweet side, this offers a soft texture, a slightly bitter edge and a pruny fruit flavor.",Bull's Blush,80,15,Virginia,Virginia,,Rosé,Stanburn
1307,Chile,"An herbal cherry aroma comes with notes of leather and mulchy earth. It feels and tastes dried out, with tart, grating acidity and medicinal, herbal flavors on the finish.",,80,10,Central Valley,,,Merlot,Arauco
1308,US,"The berry flavors in this wine are fighting to emerge, but they are overwhelmed by dusty tannins and a lack of texture.",Old Vine,80,13,California,Lodi,Central Valley,Zinfandel,Baron Herzog
1309,US,"This smells and tastes like raspberry bubblegum, with a taste of white sugar.",,80,11,California,California,California Other,Merlot,Snapping Turtle
1310,Chile,"Another subpar Chardonnay from this winery. It smells like rubber bands and bacon, while the palate is heavy and tastes of hickory, sweet apple and sugar. Recent vintages of this wine have been weak.",Reserva,80,12,Colchagua Valley,,,Chardonnay,MontGras
1311,Chile,"Overloaded with tomato, green bean and bell pepper on the nose. Not much changes in the mouth; it's herbal and tomatoey, with oregano and chili pepper flavors. A green, herbal wine made from four grapes, led by Merlot.",Quinteto,80,16,Casablanca Valley,,,Red Blend,Lomas del Valle
1312,New Zealand,"A disappointing effort, showing a weedy, hay-like profile and fruit that is drying out on the finish. Barely acceptable.",,80,19,Awatere Valley,,,Pinot Noir,The Crossings
1313,Chile,"Smells strange, as if juniper berries were blended with tomato and weedy red fruits. Scratchy and herbal in the mouth, with game and other oddball flavors. Finishes gummy and confected, with a final blast of green herbs and weeds.",Selection,80,16,Central Valley,,,Syrah,Corinto
1314,Chile,Heavy and soupy in its current state. This is one chunked-out white wine that is barely hanging on with flavors of papaya and dried-out peach. Has lost whatever freshness it may have had.,La Joya Reserve,80,12,Colchagua Valley,,,Viognier,Viña Bisquertt
1315,US,"Tastes old, tired and vegetal, with modest berry flavors. It's also too soft and sweet. The alcohol seems higher and hotter than the official reading of 14.3%.",,80,29,California,Paso Robles,Central Coast,Petite Sirah,Estrella Creek
1316,Chile,"Green and funky smelling, with a grassy, tomato character. Sticky and unctuous on the palate, with a strange, weedy set of red fruit flavors. Finishes creamy and weak; barely acceptable but still not fresh or well balanced.",Selected Varietal,80,12,Maipo Valley,,,Merlot,Indomita
1317,Chile,"Oxidized and mute, with mushy, nutty flavors and a similar finish. An underperformer that lacks freshness, purity and character.",,80,12,Casablanca Valley,,,Chardonnay,Root:1
1318,Chile,"Overly perfumed, with burnt notes, wayward sulfur and acridness at the wine's core. The palate is fleshy and low in acidity, with bitterness to the white fruit flavors that are none too clean. Offers very little that's redeeming.",,80,9,Maule Valley,,,Viognier,Viña el Aromo
1319,US,"Peju's Sauvignon Blancs need warm vintages to succeed, and 2011 was anything but warm. The wine tastes unripe, with skunky aromas and flavors that make it difficult to like.",,80,22,California,Napa Valley,Napa,Sauvignon Blanc,Peju
1320,US,"This tastes barely ripe, with a vegetal flavor compromsing the chocolate and cherry notes. It's soft, making it fall a little flat in the mouth.",Gracie Creek Vineyards,80,32,California,Sonoma Valley,Sonoma,Syrah,Muscardini
1321,Chile,"This is oily and strained on the nose and fleshy in the mouth. It tastes herbal and quasi weedy, with a matchstick note on the finish.",,80,9,Maule Valley,,,Sauvignon Blanc,Viña el Aromo
1322,US,"This is acidic and sweet, with a medicinal taste.",Hayley Vineyard,80,36,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Bryter
1323,US,"Unripe and sour, with ammonia aromas and flavors that barely veer into gooseberries.",Massa Ranch,80,25,California,Yountville,Napa,Sauvignon Blanc,Hopper Creek
1324,US,Syrupy and tired. Not much going on with this raspberry-flavored Zin.,,80,20,California,Sonoma County,Sonoma,Zinfandel,Headbanger
1325,Portugal,"Raw, rustic wine, its tannins hardened by excessive acidity. It just about works as a rough and ready red.",Vale de Lobos,80,12,Ribatejo,,,Portuguese Red,Quinta da Ribeirinha
1326,Argentina,"Thin and sharp as broken glass, with an herbal, sour flavor profile and a tart, sheering mouthfeel and finish. Compared to previous vintages when this wine impressed, this is a loser. Barely drinkable, it's so lean and sour.",Casa,80,15,Mendoza Province,Mendoza,,Malbec,Familia Marguery
1327,Argentina,"Weird, green, spicy and odd smelling, with hard, green raisiny flavors and an herbal finish. Barely acceptable; not varietally sound or interesting.",Martin Fierro,80,10,Other,Tulum Valley,,Cabernet Sauvignon,Bodegas Borbore
1328,Argentina,"A scratchy, sheering wine that pushes up against sour. The palate is almost all acid, and the flavors are underdeveloped, very tart and razor sharp. Clean but hard to deal with.",Reserve,80,23,Mendoza Province,Mendoza,,Malbec,Zorzal
1329,Argentina,"Rubbery and gassy smelling, with overtones of green, herbaceous fruit. The palate is sharp and grating, with pie cherry, sour raspberry and green olive flavors. Turns herbal to excess and finishes substandard.",Artist's Collection,80,10,Other,Cafayate,,Malbec,Salvatore Principe
1330,US,"Barely acceptable. Dry, harsh and vegetal.",Discovery,80,11,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Q
1331,Spain,"Raisin and funky leather are the prime aromas on this marginal Tempranillo. Expect a dried-out, tart and herbal wine, with a raisiny sweetness.",Valdemoreda,80,8,Northern Spain,Rioja,,Tempranillo,Bodegas del Mundo
1332,France,"Lean and rather dry, this has old wood and lean fruit flavors.",Hyppos,80,25,Bordeaux,Bordeaux Supérieur,,Bordeaux-style Red Blend,Château Majoureau
1333,France,This very ripe wine tastes of supermature grapes; it' s soft and formless.,,80,20,Bordeaux,Bordeaux Supérieur,,Bordeaux-style Red Blend,Château Timberlay
1334,US,"This is just barely drinkable, with modest blackberry fruit. It's hot and Port-like, right through the raisiny finish.",,80,36,California,York Mountain,Central Coast,Cabernet Sauvignon,Calcareous
1335,Spain,"This is lean, crisp, acidic and downright shrill at points. Flavors of tart raspberry and plum skin end in a whirl of citrusy acids.",,80,10,Northern Spain,Rioja,,Tempranillo,Casa de la Reina
1336,US,"This has medicinal, sweet-tasting flavors of chocolate and cherry.",,80,10,California,California,California Other,Merlot,Fat Cat
1337,Argentina,"This is dark, amorphous and shows almost nothing in the way of Pinot Noir character. It feels globular, tasting of beets and leather. Pruny and bitter on the finish.",,80,15,Mendoza Province,Mendoza,,Pinot Noir,Bodega Carmine Granata
1338,US,"This tastes soft, sweet and simple. The blend is Pinot Gris, Chardonnay, Columbard and Gewurztraminer.",,80,10,California,California,California Other,White Blend,Immersion
1339,US,"This is tannic and tastes artificially sweet, like cherry cough medicine.",,80,9,California,California,California Other,Red Blend,Kumbaya
1340,Spain,"Mulchy and gaseous on the nose, this subsequently turns scouring and acidic on the palate, with a leafy, dry red-plum flavor. Herbal, dry and not very fruity overall.",Royal,80,10,Northern Spain,Rioja,,Tempranillo,Bodegas Franco-Españolas
1341,Chile,"Fluffy, sweet aromas of peach, pear and vanilla are as good as it gets. Tastes of powdered sugar and the most forced oak you can imagine. Not at all surprising that it's resiny on the finish.",Reserve,80,15,Maule Valley,,,Chardonnay,Cuevas del Sur
1342,Portugal,Aromas of strawberry sherbet are followed by sweet candy-shop flavors on the palate. Chill it thoroughly before drinking. Screwcap.,Estreia,80,8,Vinho Verde,,,Rosé,Viniverde
1343,France,"A wine that has both tight tannins and an unpleasant banana character. There is some texture, but there is precious little flesh.",,80,,Beaujolais,Beaujolais-Villages,,Gamay,Château de Lavernette
1344,US,"Syrupy and sweet, with blackberry and chocolate flavors.",,80,10,California,California,California Other,Cabernet Sauvignon,Lot 205
1345,US,"Tastes like melted black licorice, with some mashed blackberries thrown in. Soft and flaccid.",,80,10,California,Yolo County,Central Valley,Malbec,Sawbuck
1346,US,"Harsh, with raisin-skin bitterness and oaky, blackberry jam flavors.",,80,24,California,Contra Costa County,Central Coast,Syrah,Tamayo
1347,US,"As sweet as a dessert wine, with simple flavors of sugared blackberries, cherries and mocha. Clumsy and rustic.",Abba Vineyard,80,25,California,Lodi,Central Valley,Syrah,Rosenblum
1348,US,"Soft, sugary sweet and simple, with pie-filling flavors of cherries. You'll taste some raw acidity, too.",Estate Grown,80,16,California,Lodi,Central Valley,Cabernet Sauvignon,Van Ruiten
1349,Spain,"The grape is Parraleta, the region is Somontano, and the end result is more original than attractive. The wine is hot, grassy and tart. It falls flat and tastes dull and wan. Lots of acid and scour; not much else.",,80,13,Northern Spain,Somontano,,Parraleta,Bodegas Pirineos
